CustomerID,Full_Name,Email,Phone,Address,Date_of_Birth,Occupation,Industry,Lead_Source,Preferred_Contact_Method,Annual_Income,Last_Contacted
CUST9268,Joel Ross,brianshaw@cook.com,(882)750-1042x123,"2267 Tina Centers Suite 235, North Calebchester, SC 67928",8/28/1991,Manager,Finance,Referral,Email,130680.4,5/9/2024
CUST1699,Briana Serrano,qwright@hotmail.com,702.796.7192,"687 Hayden Garden, Nathanielhaven, AR 99582",12/24/1997,Consultant,Technology,Event,Email,57784.85,3/4/2025
CUST9853,Cheryl Moore,georgekristina@yahoo.com,+1-928-209-8244x5143,"92415 Wilson Ports Apt. 433, Cochranside, OR 40662",1/10/1989,Analyst,Finance,Referral,,143700.19,12/14/2024
CUST8274,Daniel Kline,daniel94@gmail.com,+1-724-125-2058x66367,"3915 Phillips Centers, Melissachester, HI 16953",5/29/2006,Manager,Technology,N/A,Phone,33005.86,2/18/2025
CUST3814,Angela Bowman,jennifer13@willis.com,642.253.8993,"174 Daryl Isle, East Michael, NH 26669",12/18/1957,Engineer,Healthcare,Social Media,,78583.98,6/14/2024
CUST4288,Alice Hernandez,jerry95@gmail.com,001-155-451-0321x366,"64735 Gonzalez Forest Suite 781, Lake Alexandriashire, NJ 98545",8/11/1989,Technician,Education,N/A,Phone,93521.76,5/10/2024
CUST5508,Katherine Harris,dixonmarvin@patel.com,258-129-0081x77591,"040 Hickman Junctions Suite 676, Deborahstad, ND 31003",1/30/2006,Analyst,Retail,Referral,Email,60717.92,3/15/2025
CUST7083,Pamela Chandler,hopkinsaaron@williams.com,923.250.1066,"PSC 0926, Box 8111, APO AP 81736",5/9/1980,Technician,Technology,N/A,,55968.38,6/17/2024
CUST2617,Walter Martin,james43@thompson.com,-4415,"85036 Moore Wells, Tylerburgh, OR 30762",8/21/1977,Manager,Technology,N/A,SMS,134125.16,12/22/2024
CUST1325,Joshua Rodriguez,higginsjohn@gibson.com,001-093-903-7705x7507,"3902 Gregory Rapid Suite 914, West Karenstad, ND 07492",9/2/1984,Consultant,Education,Unknown,SMS,83306.28,10/14/2024
CUST7427,Thomas Lewis,jeffreywebster@hotmail.com,589.724.6170,"29935 Porter Mews Apt. 254, Port Anthony, SD 79181",5/25/1981,Manager,Technology,Event,Email,129433.09,11/5/2024
CUST8280,Paul Jenkins,invalid_email@,(904)126-8183,"645 Bishop Ramp Apt. 450, East Victor, CO 57936",2/28/2000,Director,Healthcare,Social Media,Email,114565.3,6/5/2024
CUST8186,Steven Reese,brownjohn@yahoo.com,001-729-113-9250,"154 Amanda Haven Suite 053, Lisashire, WV 89072",2/25/1995,Director,Technology,Website,,119996.03,4/18/2025
CUST5079,Michelle Valenzuela,michelle41@berry-smith.com,(156)499-3709x474,"1525 Elizabeth Burg, New Matthew, MI 89860",12/23/1971,Engineer,Manufacturing,Social Media,,105008.06,3/19/2025
CUST8845,Katherine Morgan,xhebert@hotmail.com,+1-935-458-1001x193,"2437 Davis Village Suite 129, New Christinabury, RI 05197",3/30/1985,Analyst,Retail,Referral,SMS,37404.56,4/5/2025
CUST2710,Lauren Bryant,ofranklin@henderson-arnold.com,241.906.1796x57244,"0878 Vargas Road, Floresville, OH 10562",7/17/1972,Director,Finance,Email Campaign,SMS,85281.75,1/5/2025
CUST8087,Caroline Moore,mosleystacy@hutchinson-archer.com,(070)928-1262,"48967 Alan Mount Suite 102, East Susan, TX 35046",10/10/1978,Manager,Manufacturing,N/A,Phone,118436.79,8/26/2024
CUST9006,Amy Anderson,marissa40@gmail.com,001-304-413-2868,"662 Cain Grove Apt. 579, Michaelland, IN 53880",2/17/1975,Consultant,Healthcare,Referral,Phone,115669.58,3/20/2025
CUST5802,Amanda Vasquez,michele35@mccoy.org,001-114-830-9615x4714,"8374 Anderson Canyon, Port Amyport, OR 14507",10/4/1988,Analyst,Finance,Referral,,50127.49,11/18/2024
CUST8785,Brian Robertson,millerkimberly@harrison-harris.org,8200182840,"0725 Tammy Vista, Anneshire, IL 47086",5/13/1967,Analyst,Healthcare,Website,Phone,87325.08,7/10/2024
CUST2733,Cynthia Anderson,psantiago@jones.net,409-140-2704x129,"35595 Kathleen Route Apt. 837, Stuartchester, MN 76498",8/1/2001,Consultant,Retail,Email Campaign,Email,25187.61,7/21/2024
CUST1291,Richard Drake,meadowsanthony@yahoo.com,+1-379-973-6896x36593,"9663 Amber Corner, Brownland, OR 26192",8/31/1978,Analyst,Finance,N/A,SMS,128533.39,7/10/2024
CUST1004,Thomas Miller,kelseyrichardson@gmail.com,487-320-9053,"891 Kevin Hills Apt. 855, North Michael, AZ 62160",4/19/1978,Director,Manufacturing,Event,Phone,68965.74,5/6/2024
CUST3738,,charlesbauer@white-kerr.com,486-373-3855,"3592 Jose Knoll Suite 465, East Grace, AL 14417",6/30/1981,Analyst,Manufacturing,N/A,Email,87166.18,1/28/2025
CUST8179,Derek Benitez,rhonda93@hotmail.com,573.905.0094x9086,"1562 Alex Plaza, North Jeremiah, MT 77513",1/8/1968,Manager,Manufacturing,Email Campaign,SMS,126240.78,12/11/2024
CUST8145,Miss Marissa Li,vsimon@gmail.com,+1-832-250-7244x93294,"87143 Sarah Knolls, Ericville, WA 25146",1/8/1979,Consultant,Retail,Event,Email,85238.81,2/24/2025
CUST3501,Kristin Barber,zthompson@hotmail.com,152.483.0958x50080,"88842 Justin Club Apt. 317, New Rickeymouth, IA 05434",9/5/1988,Consultant,Healthcare,Referral,Email,86890.37,5/30/2024
CUST4201,Richard Sparks,christian29@lewis-bradford.info,6027445818,"4419 Madison Square, West Joy, MO 59172",4/4/1985,Manager,Healthcare,Referral,Phone,67088.98,7/11/2024
CUST8168,Micheal Garcia,derekgonzalez@gmail.com,291-766-6080x68380,"065 Hebert Prairie, East Scott, IN 66582",6/28/1958,Engineer,Technology,Referral,,125452.44,7/5/2024
CUST8879,Beth Lopez,zacharyjohnson@jackson.com,865604034,"56153 Carolyn Causeway, Mcknightfort, NE 05803",10/30/1955,Engineer,Retail,N/A,,82272.75,6/28/2024
CUST3887###,Daniel Krueger,carlajoseph@webster-gross.net,874-577-7981,"572 Susan Highway Apt. 760, Wrightstad, NY 53438",11/23/1961,Manager,Technology,Unknown,,22917.98,9/11/2024
CUST9592,Michael Payne,kgraves@griffith-henry.net,705.031.7296x0410,"721 Christina Plains Suite 921, Nicholasville, SD 78546",8/30/2003,Manager,Manufacturing,Event,Phone,37514.13,11/6/2024
CUST1553,Richard Castillo,zhinton@perry.com,859-295-9870,"11889 Potter Dam Apt. 293, Lake Kimberly, OR 35479",9/2/1966,Engineer,Manufacturing,Referral,Email,41624.38,9/19/2024
CUST6599,Stephanie Sullivan,michael79@yahoo.com,635.243.5679x5307,"0876 Wendy Mountains, Rickymouth, MS 64534",3/12/1957,Director,Retail,Event,Email,134206.17,5/1/2024
CUST3313,Lisa Bowman,michaelcohen@hotmail.com,-9844,"198 Lorraine Camp Apt. 787, Harryfurt, WY 84457",2026-15-45,Technician,Education,Website,Phone,78396.44,6/10/2024
CUST2667,Melissa Wilson,stephenbarker@gutierrez.com,-7473,"6904 Dominique Junctions, Christopherchester, KY 75749",12/9/1977,Consultant,Healthcare,Referral,,98109.03,7/5/2024
CUST6945,Megan Simpson,elizabeth60@hotmail.com,(862)686-8443,"489 Raymond Burgs Apt. 349, Matthewborough, IL 86474",7/12/1955,Manager,Manufacturing,N/A,SMS,41803.82,8/3/2024
CUST2701,Brian Hardy,kimberlythomas@gmail.com,384.100.5728x129,Unknown,5/6/1990,Analyst,Retail,Event,Email,49875.79,10/5/2024
CUST4798,Brett Neal,ghawkins@hotmail.com,(406)192-3299,"7631 Howard Underpass, South Patricia, MO 54571",1/19/2001,Manager,Finance,Website,Phone,87952.47,10/1/2024
CUST5401,David Ortega,jonesnicholas@lewis.org,214.050.4242x2225,"676 Stephanie Turnpike, South Shannonport, AL 61034",12/4/1957,Technician,Retail,Unknown,Phone,98716.43,6/16/2024
CUST3826,Scott Bradley,thomas53@hotmail.com,+1-586-185-6970x1998,"9284 Velasquez Loop, Patricktown, SC 61332",5/7/1990,Consultant,Manufacturing,Event,Email,134107.84,11/21/2024
CUST4040,Miranda Cain,aprilwiley@yahoo.com,184-633-1564,"894 Anna Park, Jamesmouth, KY 72710",6/4/1990,Director,Finance,Website,,105721.04,10/31/2024
CUST2380,Travis Schultz,tylerlin@yahoo.com,2409258634,"USS Lee, FPO AE 82641",10/5/2003,Director,Finance,Unknown,,87865.75,7/3/2024
CUST2410,Cynthia Davis,gregory73@bennett.net,7126509554,"027 Acosta Hill Apt. 759, Parrishmouth, WV 74638",2026-15-45,Engineer,Technology,Event,,49833.21,5/6/2024
CUST6123,Sandra Potts,floresmelinda@yahoo.com,388.222.8154,"219 Wesley Overpass, Lake Granthaven, LA 79528",8/12/1989,Consultant,Education,Event,Email,75313.62,4/26/2024
CUST6214,Charles Cummings,galvanmark@gmail.com,6590660778,"40187 Black Isle, Anthonyport, OR 20310",7/29/2002,Consultant,Healthcare,Unknown,Email,56824.67,5/22/2024
CUST8613,Stephanie Stone,iharris@hotmail.com,001-798-610-8284,"492 Freeman Spurs Suite 330, Port Gordon, RI 05438",8/23/1980,Consultant,Education,Referral,Email,112189.35,9/12/2024
CUST9825,Ralph Nelson Jr.,prose@cabrera.com,708-161-5818x15632,"49212 Collins Meadow Suite 375, West Edwinport, GA 00973",10/22/1995,Director,Manufacturing,Website,Email,68753.88,12/24/2024
CUST8198,Kristen Mitchell,smithmelissa@hotmail.com,020.855.1766x380,"6429 Karen Hollow Apt. 443, Heatherchester, SD 70980",4/18/1988,Technician,Education,Email Campaign,SMS,33855.82,11/2/2024
CUST4236,Steve Martinez,iyoung@murillo.biz,(673)266-9569,"22625 Mitchell Station, Brandonville, NV 69438",10/4/1958,Technician,Manufacturing,Social Media,SMS,131147,4/20/2025
CUST7332,Michelle Davis,nathangoodwin@scott-mueller.com,(330)343-9812,"70398 Jackson Tunnel Suite 971, Port Patrick, MI 79593",3/29/1955,Director,Education,Event,SMS,148933.83,11/30/2024
CUST5632,Alison Fields,michellejones@gmail.com,161-157-7773x115,"1647 Manuel Groves Apt. 785, New Laurenville, OR 84790",6/12/1992,Manager,Retail,Event,,43233.55,2/27/2025
CUST4909,Whitney Stokes,omata@hotmail.com,(374)756-6482,"151 Lisa Flat Suite 249, North Nicholasborough, MN 24807",8/14/1984,Director,Retail,Social Media,SMS,95094.65,4/19/2025
CUST2772,Wesley Ramos,linda37@yahoo.com,001-877-390-9689x630,"262 Michele Islands Suite 563, South Hector, FL 96745",7/7/1962,Consultant,Technology,Referral,Email,117215.85,11/9/2024
CUST3420,Alexandra Gonzalez MD,whaynes@davis.com,(231)370-6302,"67653 Krueger Fork, East Jackshire, WV 46595",5/10/1985,Technician,Healthcare,Website,Phone,86084.66,8/20/2024
CUST1449,Krista Little,ukaufman@yahoo.com,(670)519-2090x47294,"USCGC Rubio, FPO AE 31446",4/3/1995,Director,Manufacturing,N/A,Email,40895.94,2/17/2025
CUST2401,Tamara Barber,tjohnson@gmail.com,001-116-989-8002x24947,"3707 Lee Skyway Suite 565, Williamsview, ME 61587",9/14/1959,Engineer,Finance,Unknown,Phone,81316.93,3/20/2025
CUST6817,Cody Anderson,sarahbarnes@perez-williams.com,(446)053-4123,"50948 Jermaine Village, Port Ashley, AL 78999",7/30/1968,Consultant,Finance,Website,SMS,48830.13,1/6/2025
CUST4682,Jeremy Weeks,alicia55@williams-taylor.com,626.692.0927x57757,"37895 Casey Curve Apt. 357, Port Sheilaberg, KY 59773",8/18/1956,Director,Finance,N/A,,140989.05,8/30/2024
CUST6647,Robert Williams,gmorales@davis.biz,+1-652-901-2618x7495,"502 Curtis Ways, Lake Adrienne, NH 97313",5/15/1959,Director,Technology,Event,SMS,112508.76,5/18/2024
CUST8849,Garrett Edwards,sergiomccarty@riley.com,(989)151-4780,"7542 Jackson Union Apt. 579, Carrollstad, DE 74429",12/14/1961,Engineer,Healthcare,N/A,,77066.37,5/27/2024
CUST2116,Nicholas Russell,gonzalezeddie@tran.org,525-122-1857,"7528 Adams Plains Apt. 396, Jacobside, CA 59803",11/15/1990,Technician,Manufacturing,Social Media,Phone,24369.22,1/16/2025
CUST8540,Tyrone Douglas,schwartzbrett@thompson.com,9814316760,"1079 Taylor Junctions, Port Leonshire, NV 17029",4/27/1961,Director,Manufacturing,N/A,Phone,99974.7,2/20/2025
CUST7717,Gail Reese,kathryn89@yahoo.com,-2263,"5568 Rodriguez Harbor, Thomasborough, RI 91303",8/5/2005,Engineer,Education,Referral,Email,146833.97,1/10/2025
CUST4996,Robert Scott,leelisa@hotmail.com,+1-109-130-9372x53357,"1097 Thomas Island, East Virginiafort, DC 77224",10/23/1981,Analyst,Retail,Social Media,,72708.63,4/22/2025
CUST3761,Robert Robinson,heidi31@fowler.com,+1-283-511-5524x573,"4299 Waters Courts Suite 217, West Paigeside, VT 61434",5/12/1997,Director,Finance,N/A,Email,139493.06,7/31/2024
CUST9952,Lawrence Snyder,jameswright@hall.com,598-626-1559x8594,"425 Marcus Neck Apt. 046, Port Benjamin, RI 25504",5/29/1968,Analyst,Technology,Unknown,SMS,65171.76,1/6/2025
CUST9444,Jennifer Davis,lisa24@johnson.com,-10943,"029 Tina Landing, Chaseton, SD 78449",11/14/1996,Manager,Manufacturing,Referral,,140862.8,1/30/2025
CUST1789,Mary Silva,jeremiah47@gmail.com,(423)024-7203,"2556 Donna Circles Apt. 298, Oneillland, AL 74131",4/30/1979,Engineer,Education,Referral,,85810.95,7/23/2024
CUST4276,Willie Vazquez,millersherry@fernandez.net,566.261.2185,"8680 Rodney Corners, Stephanieside, WI 84821",2/12/1961,Engineer,Manufacturing,Social Media,SMS,143112.01,5/12/2024
CUST4914,Paul Frost,griffinashley@gmail.com,9997096698,"85243 West Walks, New Johnstad, ND 41235",7/15/1985,Analyst,Manufacturing,Unknown,SMS,110244.94,3/24/2025
CUST8804,Michele Sullivan,wwilson@jackson.info,(573)563-2971x664,"3969 Tara Hollow, North Matthew, MS 02055",3/18/1996,Director,Retail,Unknown,Phone,118471.53,5/5/2024
CUST8773,Tracy Baker,tammyhuff@yahoo.com,+1-919-830-2450x246,"8992 Taylor Locks, Port Donnaside, UT 44786",7/27/2005,Technician,Retail,Event,Email,82656.12,12/14/2024
CUST3162,Rebekah Nunez,kayla13@hotmail.com,001-587-978-1278,"529 Tammy Street Suite 349, Robertfurt, NJ 36289",12/1/1967,Engineer,Retail,N/A,Phone,107998.69,8/19/2024
CUST6273,Caitlin Johnson,garrettdanielle@gardner.biz,001-521-680-4114x673,"4338 Levi Tunnel Suite 094, Patelport, VT 24873",6/16/1967,Analyst,Retail,Social Media,Email,111106.41,5/2/2024
CUST7830,Barbara Watkins,briggswilliam@robles.com,+1-808-002-0321x712,"160 Spears Shoals, Wadeberg, NV 13404",11/6/2001,Manager,Education,Website,,107580.73,10/26/2024
CUST1501,Michele Branch,haguirre@mckenzie.com,5745255135,"46531 Mcconnell Forge Suite 880, Lewisfurt, WY 76496",12/24/1987,Engineer,Manufacturing,Referral,,60803.46,9/28/2024
CUST2954,Kelly Stuart,william72@schroeder.com,184-682-8628,"23374 Cory Street, East Trevor, WY 88334",8/18/2003,Director,Education,Referral,Phone,84869.91,12/23/2024
CUST4887,Steven Johnson,santiagomarcus@davis-greer.net,-4721,"29149 Andrew Greens, East Katrinaview, IL 28453",8/7/1972,Manager,Technology,Referral,SMS,46881.22,4/29/2024
CUST1623,Cassandra Andrews,gwoods@yahoo.com,(539)162-7458,"48738 Flores Curve Apt. 103, North Williambury, DE 12642",10/29/1979,Manager,Manufacturing,Social Media,Phone,121262,4/14/2025
CUST8538,Bruce Watkins,sanchezdavid@yahoo.com,-3082,"USS Ross, FPO AP 77596",6/8/1958,Engineer,Technology,N/A,,99797.51,7/6/2024
CUST7787,Edward Jensen,xfinley@gmail.com,001-352-240-6651,"Unit 7399 Box 2179, DPO AA 08154",1/30/1995,Engineer,Retail,Social Media,SMS,84004.25,11/25/2024
CUST1472,William Medina,erin83@carter.com,+1-427-301-5225x4620,"3301 Hardin Pine Apt. 780, Ryanhaven, WY 52317",7/2/2005,Analyst,Retail,Referral,SMS,71724.33,2/5/2025
CUST4383,William Lee,joseph65@yahoo.com,(554)841-9832,"14967 Joshua Coves Suite 515, Mooreview, UT 14885",1/12/1960,Director,Healthcare,Website,,82181.61,1/25/2025
CUST5000,Christina Hull,olivia52@hotmail.com,652-478-2888,"5256 Harris Heights, Morrisburgh, IN 78636",5/29/1977,Engineer,Manufacturing,Social Media,,131852.02,9/30/2024
CUST5336,Andre Wilson,stephen63@hotmail.com,001-535-944-0497x86293,"42403 Joshua Drive Suite 611, Ambertown, WA 27150",6/27/1984,Consultant,Finance,N/A,,61034.66,5/3/2024
CUST5909,April Thompson,alejandro03@gmail.com,059.455.9650x3353,"Unit 8600 Box 3406, DPO AA 18472",7/1/1958,Engineer,Technology,Referral,,95531.07,3/16/2025
CUST6483,Jordan Bell,rmurray@tran.info,(816)393-6509,"Unit 9025 Box 2717, DPO AA 61648",1/12/2003,Analyst,Manufacturing,Unknown,SMS,44329.82,6/23/2024
CUST1292,John Taylor,xcastillo@anderson.com,042-176-7107,"99321 Baxter Mountains Suite 115, Gonzalezchester, IA 04487",4/3/1997,Manager,Education,Email Campaign,SMS,67570.14,2/7/2025
CUST2556,Elizabeth Vargas,scottstephanie@gmail.com,(595)759-4866,"963 Steven Flats Suite 702, Christophershire, SC 35357",12/5/1969,Consultant,Healthcare,Email Campaign,SMS,67460.14,4/13/2025
CUST3107,Patrick Blackburn,samantha94@yahoo.com,001-001-640-4269x6530,"081 Troy Heights Apt. 900, Sarahhaven, MA 60511",8/3/2006,Analyst,Retail,Referral,Phone,147305.42,5/23/2024
CUST7791,Jose Martinez,millerchristina@fox.net,431-724-0769x733,"5266 Juan Road, Victoriafurt, MD 15962",9/13/1988,Manager,Finance,N/A,SMS,124531.39,5/29/2024
CUST2378,Kevin Romero,ymarshall@miller.com,+1-343-183-8706x453,"56766 Whitney Neck, Sharontown, AR 26867",8/5/1973,Consultant,Retail,Referral,Phone,124004.87,4/2/2025
CUST9230,Daniel Patrick,ldominguez@hotmail.com,+1-019-359-5924x205,"1236 Jason Orchard, Khanview, WY 12996",3/21/1999,Manager,Retail,Unknown,Email,42958.95,4/25/2025
CUST8211,Kendra Lewis,roger12@hotmail.com,5689516187,"88581 Shannon Locks Suite 445, New Marystad, NJ 38682",8/9/1964,Manager,Technology,Event,SMS,122093.28,5/21/2024
CUST4638,Ashley Carter,parker23@gibson.com,001-110-186-3485x0991,"7690 Taylor Prairie Suite 217, East Lisachester, WA 15073",7/19/1958,Analyst,Manufacturing,Unknown,Email,71792.25,1/26/2025
CUST8541,Joshua Rivera,blacktammy@gmail.com,(486)993-0748,"8521 Joe Street Apt. 563, Port Amanda, VT 61618",6/4/1955,Manager,Finance,Referral,SMS,-8828,5/1/2024
CUST2765,Jack Burgess,kayleethomas@gilmore.com,(864)423-8350,"0111 Kevin Key, West Cynthiaview, NV 58027",2/29/1988,Engineer,Retail,N/A,SMS,53769.99,5/8/2024
CUST1659,Zachary Alexander,jacqueline04@ramsey-trujillo.org,(895)250-3932,"4889 Leonard Landing Apt. 201, Wongton, AK 57242",5/21/2001,Director,Manufacturing,Unknown,SMS,64738.24,5/23/2024
CUST9764,Wendy Marshall,charris@flores.com,346.347.5538,"28939 Robert Meadow Suite 472, North Matthewbury, OH 72351",6/5/1972,Engineer,Education,Unknown,Phone,94990.99,1/8/2025
CUST2680,Krystal Jones,garnerdavid@patton.com,023.949.8669x0162,"98585 Edwards Parks Apt. 331, Bryanchester, ID 09701",5/30/1970,Technician,Manufacturing,Referral,SMS,66164.17,9/2/2024
CUST7401,Timothy Gibson Jr.,patrickspencer@harris-myers.biz,(959)423-9132,"PSC 7530, Box 9731, APO AP 87765",6/11/1970,Director,Retail,Unknown,,135652.22,9/9/2024
CUST6268,Elizabeth Sanchez,ericschultz@coffey.org,046-482-5184,"35600 Edward Underpass, Port Danahaven, AZ 22374",2/6/1955,Director,Education,Email Campaign,Phone,132873.49,10/12/2024
CUST9720,Sarah Miller,ambermiller@black.com,001-436-141-4487x53410,"0033 Latoya Station, Lake Ryanhaven, IN 53871",5/12/1960,Analyst,Retail,N/A,,130357.1,8/30/2024
CUST8451,Brent Blake,tphillips@yahoo.com,325-863-7629x47088,"51109 Garcia Tunnel Suite 179, South Leahside, GA 16582",5/25/2006,Engineer,Healthcare,Social Media,Phone,60752.67,6/22/2024
CUST1603,Jennifer Anderson,millsralph@johnson-rice.biz,1239767062,"21968 Thomas Ways, East Kevinfurt, NJ 24744",3/2/1987,Analyst,Technology,Social Media,,55262.25,12/22/2024
CUST4203,Craig Ward,sotochristine@fletcher.com,+1-260-790-1888x9814,"0236 Ortiz Coves, Millerton, DC 20435",7/15/1968,Analyst,Technology,Event,,73818.58,2/14/2025
CUST8367,Heather Harris,ksmith@hotmail.com,001-857-071-2643x643,"365 Ronald Station, East Michaelview, FL 93558",3/30/1962,Engineer,Healthcare,N/A,Phone,106062.93,11/16/2024
CUST4554,Michelle Bryan,donnaandrews@young-foster.org,(782)045-2977,"PSC 7715, Box 2781, APO AP 02762",9/5/1973,Technician,Technology,Website,Phone,41698.36,12/27/2024
CUST6184,Victoria Williams,alexanderkatelyn@hotmail.com,(490)094-6626,"23575 Andrew Valleys, West Shannonville, OK 43662",10/29/2005,Engineer,Finance,Email Campaign,Email,23427.44,4/6/2025
CUST8312,Amanda Dalton,oallen@gmail.com,146.074.5240,"3426 Nathan Land Apt. 338, South Angelabury, MO 31367",5/1/1964,Director,Finance,Website,SMS,100353.28,11/7/2024
CUST1309,Garrett Rivera,xmiller@wilkins.com,391-731-4233x182,"86679 Rebecca Crescent Suite 076, West Reginashire, MT 69015",2/20/1998,Technician,Retail,Social Media,Phone,52161.55,10/1/2024
CUST4421,Lee Sanchez,jamesbrianna@hotmail.com,839-613-2030x46552,"5499 Johnson Summit, Port Heatherport, AZ 79771",5/6/1996,Consultant,Technology,Referral,Phone,88476.5,12/31/2050
CUST1584,Donald Ford,invalid_email@,433.075.0389,"981 Jennifer Brook, Mccoyborough, HI 78518",2/1/1968,Engineer,Finance,N/A,SMS,131847.95,1/4/2025
CUST6849,Erin Baldwin,kevin23@yahoo.com,001-355-022-8001x79851,"453 Tyler Lodge Apt. 484, New Jenna, MO 10772",11/14/1995,Consultant,Retail,Unknown,SMS,91310.89,11/5/2024
CUST5548,Robert Weiss,millerautumn@wilson-walker.com,526-274-2625x9506,"86215 Ortiz Corner Apt. 071, Tammyton, KS 91731",6/23/1957,Technician,Manufacturing,Referral,,102036.18,12/31/2050
CUST3378,David Flowers,baileyapril@hotmail.com,526.239.6648,"868 Simmons Plaza Apt. 380, Johnville, NH 53924",2/8/1999,Director,Retail,Event,SMS,138160.01,6/7/2024
CUST5493,Kimberly Moreno,fcook@perkins.com,001-866-801-2367x7784,"178 Johnston Lakes, Port Barbaraburgh, MI 21392",12/24/1989,Director,Healthcare,Unknown,Email,77441.84,10/26/2024
CUST2933,Gabriel Henry,olambert@yahoo.com,+1-805-668-2680x4897,"3832 Jason Throughway Apt. 612, Aguilarland, ID 45143",12/22/2005,Consultant,Education,Referral,SMS,21372.26,5/9/2024
CUST1916,Michael Bates,garciashane@yahoo.com,(652)353-0256,"1373 Mary Courts, Emilyport, MI 35238",12/10/1973,Manager,Education,Social Media,,89562.86,2/17/2025
CUST5330,Amber Weiss,grantatkinson@ortega-jones.net,9293683082,"PSC 3208, Box 4092, APO AP 47537",10/16/1983,Consultant,Retail,Social Media,Email,119563,1/31/2025
CUST4912,Brian Bauer,williamdavis@gates-gordon.com,(567)471-6032x2162,"250 Deborah River, Ashleymouth, MA 81385",10/14/1987,Director,Healthcare,Unknown,Email,91267.59,4/21/2025
CUST7183,Kenneth Nielsen,sharmon@gmail.com,2549894052,"3953 Rodney Alley Apt. 518, North Peterborough, AR 52618",4/23/1968,Consultant,Manufacturing,Email Campaign,,52486.5,7/26/2024
CUST6381,Melissa Finley,annasmith@owen-ellis.org,-4271,"098 Wheeler Trail, Jamesview, NE 99004",9/2/1967,Technician,Technology,Email Campaign,,48677.02,4/12/2025
CUST5380,Terry Miller,andersonangela@edwards-johnson.info,715-793-8979,"87863 Padilla Flats Suite 005, Stevensport, RI 26953",7/27/1969,Consultant,Technology,Referral,SMS,57007.99,3/17/2025
CUST3342,Barbara Diaz,stonecharles@hotmail.com,610-145-3075x583,"657 Laura Skyway Suite 057, West Elizabeth, NC 80159",4/14/2003,Director,Education,Email Campaign,Phone,130952.66,3/8/2025
CUST2748,Zachary Rivas,shawnchase@yahoo.com,262-926-4897,"1012 Esparza Gardens Apt. 004, Tylerbury, NM 74173",2/28/1989,Manager,Education,Website,,100304.82,7/19/2024
CUST9262,Brett Holloway,james43@hotmail.com,422-440-8705x89348,"6610 Brooks Fork Suite 861, Hernandezmouth, AK 68575",12/18/1968,Technician,Manufacturing,Email Campaign,Phone,61683.68,12/22/2024
CUST8658,Joshua Wood,stacy36@gmail.com,001-782-239-5976x152,"92815 Chad Wells Apt. 011, Robbinsburgh, LA 92043",8/3/1956,Engineer,Manufacturing,Website,Phone,146403.24,4/2/2025
CUST8949,Robert Mitchell,jason77@yahoo.com,001-023-779-4321x48664,"08388 Briggs Vista, New Devinville, TX 81268",12/7/1954,Analyst,Healthcare,N/A,,114523.92,9/29/2024
CUST2553,Erica Davis,jonesrichard@acosta-ferguson.net,747.857.5574,"05150 Justin Landing Apt. 051, Johnsonland, NH 49504",10/11/2004,Engineer,Healthcare,Website,,48234.45,4/2/2025
CUST9313,Courtney Johnson,dorseymaria@gmail.com,646.252.0922x8237,"75662 Decker Courts, Port Stephaniechester, DE 53556",3/10/1976,Analyst,Retail,Social Media,,110601.52,6/25/2024
CUST1745,Regina Mooney,nicoleacevedo@hotmail.com,347-101-4119x60286,"18152 Williams Forks Suite 675, Calhountown, UT 23397",5/21/1982,Analyst,Finance,Unknown,Phone,27284.98,11/26/2024
CUST4684,Christopher Barton,rlopez@hotmail.com,651-713-8743x46352,"08615 Martinez Courts, Lisaport, NH 99796",8/21/1982,Engineer,Manufacturing,Email Campaign,Phone,44985,9/10/2024
CUST8678,Kristen Gray,jeffreymorales@gmail.com,(241)180-4586x6651,"3690 Aaron Place, West Charles, OK 73223",10/21/1988,Consultant,Finance,Website,Phone,70023.73,8/27/2024
CUST6571,April Ramirez,johnjacobs@hotmail.com,3314427481,"43205 Danielle Flats Suite 866, West Stacyland, KY 30499",11/21/2001,Manager,Technology,Website,Phone,79908.5,5/15/2024
CUST2985,Judy Levy,jean76@gmail.com,476-856-4347,"81696 Huff Pike, Lake Shellyville, PA 22397",7/21/1986,Director,Technology,Referral,,70585.98,7/9/2024
CUST3129,Roberta Bray,morenoheather@campbell-miles.biz,986.773.7119x67334,"PSC 9488, Box 7881, APO AP 41692",4/17/1992,Analyst,Healthcare,N/A,Email,116814.2,12/5/2024
CUST4428,Melissa Phillips,nathan70@butler.com,+1-921-027-5008x303,"237 Taylor Street, Daniellehaven, NY 27469",9/25/1981,Director,Finance,Social Media,,103007.6,6/9/2024
CUST1238,Shawn Bishop,tvaldez@goodman-smith.org,001-581-612-7008x013,"9602 Erin Falls Suite 533, Pattersonshire, IN 91072",9/30/1978,Analyst,Finance,Unknown,Phone,146525.63,6/16/2024
CUST2016,Christian Bryant,wgarrett@gmail.com,8951470398,"53426 Costa Meadow, Yuside, FL 92704",6/11/1957,Technician,Retail,Social Media,Email,41756.85,7/9/2024
CUST3559,Melissa Davidson,rogerspeter@torres-munoz.com,+1-921-439-4474x3502,"521 Tyler Views, New Virginia, MO 72909",8/9/1955,Director,Finance,Email Campaign,Phone,21160.88,7/6/2024
